2021-09-12 00:30:39,,2021-09-12 00:30:00,2021-09-12 18:00:00,0,공사 ,마른내로 호텔피제이앞 중구청앞교차로 1차로 주의운전 도로공사 -,126.9960345,37.5642002
2021-09-12 00:36:09,,2021-09-12 00:35:00,2021-09-12 06:00:00,0,공사 ,퇴계로 신당역사거리 신당중앙시장 2차로 주의운전 도로공사 -,127.0180473,37.5655588
2021-09-12 00:37:31,,2021-09-12 00:37:00,2021-09-12 18:00:00,0,공사 ,을지로 대림상가앞교차로 을지로4가 1차로 주의운전 도로공사 -,126.9962391,37.5664871
2021-09-12 02:33:05,,2021-09-12 02:32:00,2021-09-12 18:00:00,0,공사 ,청경궁로 원남동사거리 서울대학교병원 1차로 주의운전 도로공사 -,126.9979591,37.5707674
2021-09-12 02:36:20,,2021-09-12 02:36:00,2021-09-12 03:06:00,2,통제 ,김상옥로 조향빌딩 기독교회관 1차로 주의운전 공사 -,127.0037732,37.5735293
2021-09-12 02:37:37,,2021-09-12 02:37:00,2021-09-12 18:00:00,0,공사 ,달성4길 대구예루살렘교회 대한민국월남참전자회대구중구지회 1차로 주의운전 도로공사 -,128.579952339653,35.8742552784245
2021-09-12 03:49:47,,2021-09-12 03:49:00,2021-09-12 04:19:00,1,사고 ,미사강변대로 선동교차로 선동416 2차로 주의운전 차량고장 -,127.17913,37.578247
2021-09-12 06:11:34,,2021-09-12 06:11:00,2021-09-12 18:00:00,0,공사 ,대종로 용문교 용문교 1차로 주의운전 시설물보수 -,127.40497,36.3445261
2021-09-12 06:15:00,,2021-09-12 06:14:00,2021-09-12 18:00:00,0,공사 ,보문로 대종로네거리 대전세무서네거리 1차로 주의운전 시설물보수 -,127.4192217,36.3331015
2021-09-12 06:30:41,,2021-09-12 06:30:00,2021-09-12 18:00:00,0,공사 ,승전로 샘터마을어린이집 행신초교앞교차로 1차로 주의운전 도로공사 -,126.8372537,37.6225070997222
2021-09-12 06:31:40,,2021-09-12 06:30:00,2021-09-12 07:00:00,2,기상 ,상주영천고속도로 동군위IC 효령터널남측 1,2차로 50km(방향) 안개로운행주의 기상 -,128.6544004,36.10332
2021-09-12 06:31:49,,2021-09-12 06:31:00,2021-09-12 18:00:00,0,공사 ,승전로 능곡지하차도 안디옥성결교회 1차로 주의운전 도로공사 -,126.8317155,37.626007
2021-09-12 07:08:08,,2021-09-12 10:00:00,2021-09-12 13:00:00,0,공사 ,경부고속도로 반포IC 서초IC 1차로 /악취저감시설장치 설치공사 / 장소 : 경부고속도로 하행선 / 부분통제 유지보수 서울청,127.023813211213,37.4890943032928
2021-09-12 07:21:43,,2021-09-12 07:20:00,2021-09-12 18:00:00,0,공사 ,교동 엑스포1교 청초교사거리 1차로 체스터톤스 신축공사로 공사차량 출현에 주의하며 서행요망 도로공사 -,128.579794330233,38.1932197873779
2021-09-12 07:32:32,,2021-09-12 22:00:00,2021-09-13 06:00:00,0,공사 ,월계로 월계2교 월계초교앞 2,3차로 /동북선관련 가스관 안전공사 / 장소 : 월계로 월계2교->하계역방향 / 2개차로 부분통제 도로공사 서울청,127.050451273773,37.6246499903018
2021-09-12 07:49:45,,2021-09-12 07:49:00,2021-09-12 18:00:00,0,공사 ,샘실길 법1동행정복지센터 계족로6811 1차로 법동 네거리 상수도 공사 도로공사 -,127.4280312,36.3706181
2021-09-12 07:55:33,,2021-09-12 07:55:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 구미1교동측 도량육교서측 4차로 170kmkm(구미IC방향) 주의운전 도로공사 -,128.3275929,36.134462
2021-09-12 07:55:50,,2021-09-12 07:55:00,2021-09-12 18:00:00,0,공사 ,동서로 월곶교차로 상곡교차로 1차로 주의운전 도로공사 -,126.754993218796,37.3885996679984
2021-09-12 07:55:53,,2021-09-12 07:55:00,2021-09-12 18:00:00,0,공사 ,주동로 거송직업학교 주동사거리 1차로 주의운전 도로공사 -,127.654614877778,34.7902553333333
2021-09-12 07:56:49,,2021-09-12 07:56:00,2021-09-12 18:00:00,0,공사 ,과정로 연산8동주민센터 연산쌀직매장 1차로 주의운전 도로공사 -,129.100673,35.1889338
2021-09-12 07:57:03,,2021-09-12 07:56:00,2021-09-12 12:00:00,0,공사 ,전포로 국제금융센터부산은행역2번출구 문전교차로 5차로 주의운전 시설물보수 -,129.0668245,35.1459934
2021-09-12 07:59:38,,2021-09-12 07:59:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 부산방향 179k 4차로 0km(김천분기점방향) 주의운전 도로공사 -,128.2901974,36.147456
2021-09-12 07:59:52,,2021-09-12 07:59:00,2021-09-12 08:29:00,2,통제 ,인선길 세종유치원 물댄동산교회 2차로 주의운전 공사 -,126.781115203234,37.3775129296057
2021-09-12 08:00:25,,2021-09-12 07:59:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 구미TG IC네거리 1차로 구미톨게이트 진출구kmkm(방향) 주의운전 도로공사 -,128.3602786,36.1158546
2021-09-12 08:03:51,,2021-09-12 08:03:00,2021-09-12 18:00:00,0,공사 ,3공단천길 미니스톱대구3공단점 원대새마을금고우편취급국 진행방향 전체차로 도로보수관련 공사중 입니다. 도로공사 -,128.563546504259,35.8967035927674
2021-09-12 08:05:26,,2021-09-12 08:05:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 금호JC 금호JC 1,2,3,4차로 0km(금호JC방향) 주의운전 시설물보수 -,128.5284831,35.8925013
2021-09-12 08:05:35,,2021-09-12 08:05:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 구미tg 구미tg 1차로 주의운전 도로공사 -,128.3637714,36.1120127
2021-09-12 08:06:19,,2021-09-12 08:05:00,2021-09-12 18:00:00,0,공사 ,3공단1로 세기전력 노원119안전센터 진행방향 전체차로 하수관거 관련 보수공사 중입니다. 하수관거 작업 -,128.567424118841,35.8929688177341
2021-09-12 08:11:41,,2021-09-12 08:11:00,2021-09-12 18:00:00,0,공사 ,목동길 말망산네거리 목동네거리 1차로 주의운전 도로공사 -,127.413704199722,36.3344848997222
2021-09-12 08:12:03,,2021-09-12 08:11:00,2021-09-12 18:00:00,0,공사 ,경부고속도로180k상 선주교북측 김천시구미시 1차로 0km(동김천IC방향) 주의운전 도로공사 -,128.3067929,36.1409931
2021-09-12 08:13:19,,2021-09-12 08:12:00,2021-09-12 18:00:00,0,공사 ,일반국도4호선 백사벌네거리 노원네거리 2,3차로 하수관거 보수 공사중입니다. 하수관거 작업 -,128.579753240524,35.8997056800977
2021-09-12 08:14:25,,2021-09-12 08:14:00,2021-09-12 18:00:00,0,공사 ,햇빛마을길 능곡지하차도 순복음크로스비전교회 1차로 주의운전 도로공사 -,126.835678799722,37.6238203997222
2021-09-12 08:14:29,,2021-09-12 08:14:00,2021-09-12 18:00:00,0,공사 ,김해대로 전하교교차로 외동전자랜드삼거리 3차로 시설물보수중  시설물보수 -,128.875205499722,35.2267743997222
2021-09-12 08:15:48,,2021-09-12 08:15:00,2021-09-12 18:00:00,0,공사 ,일반국도77호선 더굿메이트 남양리2342 1차로 주의운전 도로공사 -,126.825767303495,37.1982343588316
2021-09-12 08:16:08,,2021-09-12 08:15:00,2021-09-12 08:45:00,1,사고 ,당진영덕고속도로 속리산ic 화서휴게소 1차로 42.2km(속리산IC방향) 주의운전 차량고장 -,127.858665,36.4502908
2021-09-12 08:19:20,,2021-09-12 08:19:00,2021-09-12 08:49:00,2,기상 ,일반국도33호선 대목리75833 합천교차로 1차로 주의운전 기상 -,128.172359666667,35.5385781111111
2021-09-12 08:22:05,,2021-09-12 08:22:00,2021-09-12 18:00:00,0,공사 ,양천로 강서구청별관입구교차로 가양역사거리 1차로 주의운전 도로공사 -,126.8579983,37.5596905
2021-09-12 08:22:18,,2021-09-12 08:20:00,2021-09-12 18:00:00,0,공사 ,문수로 법조타운삼거리 옥현사거리 1차로 고속도로 공사 도로공사 -,129.278333333333,35.5377777777778
2021-09-12 08:22:36,,2021-09-12 08:22:00,2021-09-12 18:00:00,0,공사 ,화랑로 새중앙교회 도계장삼거리 1차로 주의운전 시설물보수 -,129.2009919,35.8448964
2021-09-12 08:23:10,,2021-09-12 08:23:00,2021-09-12 18:00:00,0,공사 ,양천로 가양역사거리 가양35단지앞교차로 1차로 주의운전 도로공사 -,126.8549146,37.5615283
2021-09-12 08:23:40,,2021-09-12 08:23:00,2021-09-12 18:00:00,0,공사 ,일반국도44호선 연봉지구 교차로 개선공사  검율교차로  연봉교차로  진행방향 전체차로 부분통제 도로공사 반대 차선 확인 요망,127.8873613,37.6892289
2021-09-12 08:23:58,,2021-09-12 08:23:00,2021-09-12 18:00:00,0,공사 ,경부고속도로 구미IC북측 신평육교남측 1차로 178km(김천분기점방향) 주의운전 도로공사 -,128.358648694444,36.1166466
2021-09-12 08:28:08,,2021-09-12 08:27:00,2021-09-12 18:00:00,0,공사 ,수암로 신여천사거리 변전소사거리 3차로 공사로 하위4차로 통제중 주의운전요망 도로공사 -,129.342729272222,35.5192002416667
2021-09-12 08:32:44,,2021-09-12 08:32:00,2021-09-12 18:00:00,0,공사 ,산업로 여천오거리 여천교 4차로 하수관거 공사로 하위 4차로 통제 중, 주의운전요망 도로공사 -,129.3475328,35.5282592
