2021-07-01 00:03:48,,2021-06-30 23:59:35,2021-07-01 03:05:47,0,공사 ,영동선(0500) (3,4차로)줄눈보수작업중 [고속도로]영동선(0500) (3,4차로)줄눈보수작업중,127.4984,37.2451
2021-07-01 00:28:09,,2021-07-01 00:27:00,2021-07-01 18:00:00,0,공사 ,경부고속도로 남구미IC동측 오태교 3,4차로 167km(남구미IC방향) 도로줄눈공사 주의운전 도로공사 -,128.3657831,36.0700699
2021-07-01 00:30:23,,2021-07-01 00:29:00,2021-07-01 00:59:00,1,사고 ,경부고속도로 김천JC 송천삼거리 3차로 182km(김천분기점방향) 3차로 차량 고장으로 차단 차량고장 -,128.272822,36.1563323
2021-07-01 00:35:30,6477,2021-07-01 00:29:02,2021-07-01 00:59:00,1,사고 ,경부고속도로 김천JC 송천삼거리 3차로 182km(김천분기점방향) 3차로 차량 고장으로 차단 차량고장 -,128.272822,36.1563323
2021-07-01 00:36:00,6481,2021-07-01 00:27:02,2021-07-01 18:00:00,0,공사 ,경부고속도로 남구미IC동측 오태교 3,4차로 167km(남구미IC방향) 도로줄눈공사 주의운전 도로공사 -,128.3657831,36.0700699
2021-07-01 01:14:21,,2021-07-01 01:11:59,2021-07-01 04:15:51,0,공사 ,수도권제1순환선(1000) (3,4차로)노면보수작업중 [고속도로]수도권제1순환선(1000) (3,4차로)노면보수작업중,126.7788,37.5992
2021-07-01 01:39:26,,2021-07-01 01:32:11,2021-07-01 04:40:52,0,공사 ,제2중부선(0370) (갓길)시설물보수작업중 [고속도로]제2중부선(0370) (갓길)시설물보수작업중,127.3556,37.3093
2021-07-01 03:14:50,,2021-07-01 03:14:00,2021-07-01 03:44:00,1,사고 ,창경궁로 중구청앞교차로 퇴계4가 4차로 주의운전 차량고장 -,126.9982142,37.5642067
2021-07-01 03:15:31,8586,2021-07-01 03:14:02,2021-07-01 03:44:00,1,사고 ,창경궁로 중구청앞교차로 퇴계4가 4차로 주의운전 차량고장 -,126.9982142,37.5642067
2021-07-01 03:16:27,,2021-07-01 03:16:00,2021-07-01 18:00:00,0,공사 ,마른내로 호텔피제이앞 중구청앞교차로 1차로 주의운전 시설물보수 -,126.9961129,37.5641167
2021-07-01 03:19:22,,2021-07-01 03:19:00,2021-07-01 18:00:00,0,공사 ,을지로 을지로3가사거리 대림상가앞교차로 3차로 주의운전 시설물보수 -,126.9955162,37.5665017
2021-07-01 04:24:58,,2021-07-01 04:22:08,2021-07-01 07:26:58,0,공사 ,영동선(0500) (갓길)시설물보수작업중 [고속도로]영동선(0500) (갓길)시설물보수작업중,126.8714,37.3413
