2021-08-24 00:05:13,,2021-08-24 00:04:00,2021-08-24 00:34:00,2,기상 ,중부내륙고속도로 성주IC 남성주휴게소 1,2차로 77km(남성주IC방향) 빗길 운전주의 강우 -,128.3173222,35.8704881
2021-08-24 00:05:37,,2021-08-24 00:05:00,2021-08-24 00:35:00,2,기상 ,일반국도5호선 의성고가차도 의성고가차도 진행방향 전체차로 빗길주의운전 강우 반대 차선 확인 요망,128.5813723,36.283456
2021-08-24 00:15:02,,2021-08-24 00:14:00,2021-08-24 00:44:00,2,기상 ,상주영천고속도로 불로터널북측 평호터널남측 진행방향 전체차로 0km(방향) 빗길주의운전 강우 반대 차선 확인 요망,128.5506165,36.1769705
2021-08-24 00:25:05,,2021-08-24 00:24:00,2021-08-24 00:54:00,2,기상 ,중앙고속도로 다부IC 가산IC 진행방향 전체차로 0km(가산IC방향) 빗길주의운전 강우 반대 차선 확인 요망,128.5360794,36.0804185
2021-08-24 00:29:46,,2021-08-24 00:24:33,2021-08-24 03:31:46,0,공사 ,통영대전선(0351) (갓길)절토부복구작업중 [고속도로]통영대전선(0351) (갓길)절토부복구작업중,128.2566,35.0541
2021-08-24 00:39:38,,2021-08-24 00:39:00,2021-08-24 01:09:00,2,기상 ,중부내륙고속도로 남성주휴게소 성주IC 1,2차로 78km(성주IC방향) 빗길 운전주의 강우 -,128.3126744,35.8841851
2021-08-24 00:56:17,,2021-08-24 00:54:00,2021-08-24 01:24:00,2,기상 ,중부내륙고속도로 남성주휴게소 남성주IC 1,2차로 75km(남성주IC방향) 빗길 미끄럼 주의 강우 -,128.3228508,35.8453471
2021-08-24 01:30:03,,2021-08-24 00:58:16,2021-08-24 04:31:10,0,공사 ,부산외곽선(6000) (2차로)비탈면복구작업중 [고속도로]부산외곽선(6000) (2차로)비탈면복구작업중,129.1785,35.2782
2021-08-24 02:05:03,,2021-08-24 01:58:36,2021-08-24 05:06:11,0,공사 ,경부선(0010) (2,3차로)비탈면복구작업중 [고속도로]경부선(0010) (2,3차로)비탈면복구작업중,129.0448,35.3286
2021-08-24 02:10:03,,2021-08-24 01:56:46,2021-08-24 05:11:11,0,공사 ,경부선(0010) (3차로)긴급노면보수작업중 [고속도로]경부선(0010) (3차로)긴급노면보수작업중,128.0013,36.2031
2021-08-24 02:49:00,A000034430,2021-08-24 02:49:00,,0,공사,일반국도[31] 울주군 온산공단 일원 () 우회통행침수중울주군 온산읍 대정리 온산공단 일원 상습침수구간 도로침수(대형차량 통행가능 , 소형차 우회도로 통행 중),129.3514593,35.4260467
2021-08-24 02:53:00,A000034431,2021-08-24 02:53:00,,0,공사,일반국도[14] 김해시 공설운동교차로 () 양방향 교차통행침수중김해시 진영읍 진영리 공설운동교차로 일원 상습 침수구간 도로침수(우회도로 지정 및 차량우회),128.7226784,35.3071422
2021-08-24 03:03:11,,2021-08-24 03:03:00,2021-08-24 18:00:00,0,공사 ,마른내로 중구청앞교차로 호텔피제이앞 진행방향 전체차로 주의운전 도로공사 반대 차선 확인 요망,126.9960842,37.5642825
2021-08-24 03:10:16,,2021-08-24 03:09:00,2021-08-24 03:39:00,2,행사 ,삼일대로 청계2가 을지로2가 3차로 주의운전 집회 -,126.9876221,37.567294
2021-08-24 03:14:05,,2021-08-24 03:14:00,2021-08-24 18:00:00,0,공사 ,을지로 대림상가앞교차로 을지로4가 3차로 주의운전 도로공사 -,126.9958098,37.5663388
2021-08-24 03:55:06,,2021-08-24 03:51:13,2021-08-24 06:56:15,0,공사 ,중부내륙선(0450) (2차로)노면팻칭이동작업중 [고속도로]중부내륙선(0450) (2차로)노면팻칭이동작업중,128.4792,35.5346
2021-08-24 04:55:09,,2021-08-24 04:50:44,2021-08-24 07:56:17,0,공사 ,중부내륙선(0450) (2차로)노면긴급팻칭이동작업중 [고속도로]중부내륙선(0450) (2차로)노면긴급팻칭이동작업중,128.5056,35.3265
2021-08-24 05:05:09,,2021-08-24 05:00:41,2021-08-24 08:06:17,0,공사 ,호남선(0251) (갓길)사고차량견인작업중 [고속도로]호남선(0251) (갓길)사고차량견인작업중,126.9978,35.749
2021-08-24 05:49:58,,2021-08-24 05:49:00,2021-08-24 06:19:00,2,기상 ,신대구부산고속도로 89.5km 동대구TG 동대구IC 1,2차로 0km(방향) 가랑비, 바람 조금 기상 -,128.6842709,35.8697669
2021-08-24 05:50:11,,2021-08-24 05:47:03,2021-08-24 08:51:19,0,공사 ,중부선(0352) (2차로)이동긴급노면보수작업중 [고속도로]중부선(0352) (2차로)이동긴급노면보수작업중,127.4754,36.867
2021-08-24 05:55:11,,2021-08-24 05:49:32,2021-08-24 08:56:19,0,공사 ,서해안선(0150) (차로교대)긴급노면보수작업중 [고속도로]서해안선(0150) (차로교대)긴급노면보수작업중,126.712,36.8961
2021-08-24 06:05:12,,2021-08-24 06:00:45,2021-08-24 09:06:20,0,공사 ,서해안선(0150) (차로교대)긴급노면보수작업중 [고속도로]서해안선(0150) (차로교대)긴급노면보수작업중,126.6185,36.8511
2021-08-24 06:30:23,,2021-08-24 06:30:00,2021-08-24 07:00:00,1,사고 ,중앙로 단대오거리역3번출구 스타벅스단대오거리역점 1차로 주의운전 교통사고 -,127.155258333333,37.4441944444444
2021-08-24 06:35:13,,2021-08-24 06:30:38,2021-08-24 09:36:20,0,공사 ,경부선(0010) (진입로갓길)비탈면복구작업중 [고속도로]경부선(0010) (진입로갓길)비탈면복구작업중,129.0397,35.3365
2021-08-24 06:37:43,,2021-08-24 06:37:00,2021-08-24 07:07:00,1,사고 ,고봉로 일산교 일산교 1차로 주의운전 차량고장 -,126.7782326,37.6811836
2021-08-24 06:39:46,,2021-08-24 06:39:00,2021-08-24 07:09:00,2,기상 ,경부고속도로 경산IC남측 대학로85335 진행방향 전체차로 112km(방향) 우천으로 인한 미끄럼 주의 강우 반대 차선 확인 요망,128.790959,35.8744048
2021-08-24 06:40:13,,2021-08-24 06:39:00,2021-08-24 18:00:00,0,공사 ,일반국도44호선 연봉지구 교차로 개선공사  검율교차로  연봉교차로  진행방향 전체차로 부분통제 도로공사 반대 차선 확인 요망,127.8889984,37.6874003
2021-08-24 06:44:09,,2021-08-24 06:44:00,2021-08-24 18:00:00,0,공사 ,지방도514호선 봉곡동1151 김천시구미시 1차로 주의운전 도로공사 -,128.3050793,36.1432927
2021-08-24 06:45:58,,2021-08-24 06:45:00,2021-08-24 07:15:00,1,사고 ,도촌남로 섬마을입구사거리 여수천2교 1차로 주의운전 차량고장 -,127.147719390352,37.4153776920644
2021-08-24 06:46:51,,2021-08-24 00:00:00,2021-08-24 23:59:00,2,통제 ,일반국도31호선 신흥교 협심아파트 진행방향 전체차로 주의운전 공사 -,129.0031001,37.1180127
2021-08-24 06:49:13,,2021-08-24 06:49:00,2021-08-24 07:19:00,2,기상 ,상주영천고속도로 효령터널남측 동군위IC 진행방향 전체차로 51km(방향) 빗길 주의운전 강우 반대 차선 확인 요망,128.6551882,36.1024241
2021-08-24 06:50:12,,2021-08-24 06:49:00,2021-08-24 07:19:00,2,기상 ,일반국도24호선 지릿재 삼가교차로 1차로 주의운전 강우 -,128.1684254,35.579104
2021-08-24 06:51:42,,2021-08-24 06:51:00,2021-08-24 07:21:00,2,기상 ,경부고속도로 영천IC 영천IC 1차로 영천 톨게이트 km(방향) 주의운전 강우 -,128.9510423,35.9255532
2021-08-24 07:00:36,,2021-08-24 07:00:00,2021-08-24 07:30:00,2,기상 ,중앙고속도로 다부IC 가산IC 진행방향 전체차로 0km(가산IC방향) 빗길주의운전 강우 반대 차선 확인 요망,128.5369187,36.0752036
2021-08-24 07:01:05,,2021-08-24 07:00:00,2021-08-24 07:30:00,1,사고 ,조치원길 노은지하차도북측 반석네거리 3차로 후미 밀림 고장 차량 -,127.31835342549,36.3871779819666
2021-08-24 07:01:42,,2021-08-24 07:01:00,2021-08-24 07:31:00,1,사고 ,관악로 관악구청앞교차로 서울여상 1차로 주의운전 교통사고 -,126.952111059918,37.4783538049436
2021-08-24 07:04:41,,2021-08-24 11:00:00,2021-08-24 11:30:00,2,행사 ,무교로 한국체육박물관 시청앞교차로 2차로 / 장소 : 시청 앞 집회 서울청,126.979116399235,37.5666125516515
2021-08-24 07:05:35,,2021-08-24 17:30:00,2021-08-24 18:30:00,2,행사 ,서초대로 서초역 서울대법원 3차로 / 장소 : 대법원 정문 앞 집회 서울청,127.005563361925,37.4912725056125
2021-08-24 07:07:46,,2021-08-24 07:07:00,2021-08-24 07:37:00,1,사고 ,강변북로 원효대교 마포대교 4차로 주의운행 교통사고 서울청,126.947581803621,37.5340001372584
2021-08-24 07:08:01,,2021-08-24 07:07:00,2021-08-24 18:00:00,0,공사 ,교동 엑스포1교 청초교사거리 1차로 체스터톤스 신축공사로 공사차량 출현에 주의하며 서행요망 도로공사 -,128.579618778326,38.1933916811013
2021-08-24 07:09:37,,2021-08-24 23:00:00,2021-08-31 05:00:00,0,공사 ,동부간선도로 한국가스안전공사서울지역본부앞 탄천2고가교남측 3차로 장소: 동부간선도로 (탄천2고가교) / 자동차전용도로 노후 방호벽 보수공사 / 부분통제  도로공사 서울청,127.08478137613,37.4983151184931
2021-08-24 07:15:14,,2021-08-24 07:09:00,2021-08-24 10:16:22,0,공사 ,중부선(0352) (2차로,갓길)이동팻칭작업중 [고속도로]중부선(0352) (2차로,갓길)이동팻칭작업중,127.4419,37.1901
2021-08-24 07:15:15,,2021-08-24 07:09:05,2021-08-24 10:16:22,0,공사 ,영동선(0500) (차로교대)노면보수작업중 [고속도로]영동선(0500) (차로교대)노면보수작업중,126.9181,37.3244
2021-08-24 07:15:15,,2021-08-24 07:10:30,2021-08-24 10:16:22,0,공사 ,서해안선(0150) (차로교대)긴급노면보수작업중 [고속도로]서해안선(0150) (차로교대)긴급노면보수작업중,126.5605,36.5913
2021-08-24 07:19:30,,2021-08-24 07:19:00,2021-08-24 07:49:00,1,사고 ,경부고속도로 금호JC 금호JC 진행방향 전체차로 0km(방향) 사고차주의 교통사고 반대 차선 확인 요망,128.5248388,35.8944177
2021-08-24 07:20:35,,2021-08-24 07:20:00,2021-08-24 18:00:00,0,공사 ,일반국도1호선 등정리85825 영산로6471 1차로 주의운전 도로공사 -,126.828344972222,35.0411819722222
2021-08-24 07:24:24,,2021-08-24 07:24:00,2021-08-24 18:00:00,0,공사 ,국가지원지방도58호선 선유교 옥곡면선유리88411 1차로 주의운전 도로공사 -,127.6625,34.9713888888889
2021-08-24 07:24:29,,2021-08-24 07:24:00,2021-08-24 07:59:00,1,사고 ,남부순환로 안양교 오류IC 3차로 승용차 관련. 후미 지체 교통사고 서울청,126.849318700099,37.4975511641026
