2021-08-25 00:09:22,,2021-08-25 00:00:00,2021-08-25 23:59:00,0,공사 ,율곡로 창덕궁3R 원남R 진행방향 전체차로 주의운전 시설물보수 -,127.0098359,37.5706264
2021-08-25 01:02:23,,2021-08-25 01:01:00,2021-08-25 18:00:00,0,공사 ,중부고속도로 곤지암IC북측 서이천IC북측 334k 1차로 갓길 없음 주의운전 도로공사 -,127.3591566,37.3042308
2021-08-25 01:28:26,,2021-08-25 01:28:00,2021-08-25 18:00:00,0,공사 ,퇴계로 충무로역앞교차로 흥국빌딩 1차로 주의운전 도로공사 -,126.9911339,37.5611289
2021-08-25 01:36:19,,2021-08-25 01:36:00,2021-08-25 02:06:00,1,사고 ,마른내로 중부경찰서앞교차로 명동성당앞 1차로 주의운전 교통사고 -,126.9879569,37.5646981
2021-08-25 01:41:01,,2021-08-25 01:41:00,2021-08-25 18:00:00,0,공사 ,을지로 을지로3가사거리 대림상가앞교차로 1차로 주의운전 도로공사 -,126.9946572,37.5664217
2021-08-25 01:54:07,,2021-08-25 01:54:00,2021-08-25 18:00:00,0,공사 ,퇴계로 중앙시티빌 기업은행성동지점 1차로 주의운전 도로공사 -,127.0216649,37.5657121
2021-08-25 04:46:44,,2021-08-25 04:43:15,2021-08-25 07:48:14,0,공사 ,중부내륙선(0450) (2차로)아스팔트긴급팻칭작업중 [고속도로]중부내륙선(0450) (2차로)아스팔트긴급팻칭작업중,128.234,36.4009
2021-08-25 04:51:44,,2021-08-25 04:45:09,2021-08-25 07:53:14,0,공사 ,서울양양선(0600) (전차로)교량상판거치작업중 [고속도로]서울양양선(0600) (전차로)교량상판거치작업중,127.3128,37.6315
2021-08-25 05:56:47,,2021-08-25 05:51:52,2021-08-25 08:58:17,0,공사 ,중부내륙선(0450) (2차로)교량정밀안전점검작업중 [고속도로]중부내륙선(0450) (2차로)교량정밀안전점검작업중,127.829,37.0283
2021-08-25 06:15:31,,2021-08-25 06:15:00,2021-08-25 06:45:00,1,사고 ,경부고속도로 교량북측 교동1교서측 3차로 203km(김천IC방향) 갓길정차대기등 차량고장 -,128.0421489,36.1402631
2021-08-25 06:27:53,,2021-08-25 06:27:00,2021-08-25 18:00:00,0,공사 ,화중로 달꿈터어린이집 하예성교회 1차로 주의운전 도로공사 -,126.8327212,37.6470861
2021-08-25 06:30:59,,2021-08-25 06:29:00,2021-08-25 06:59:00,1,사고 ,경부고속도로 김천IC남측 김천IC 2차로 0km(방향) 갓길에 진행차로를 걸쳐 바퀴고장수리등 차량고장 -,128.0929421,36.1365247
2021-08-25 06:49:11,,2021-08-25 06:49:00,2021-08-25 18:00:00,0,공사 ,중앙대로 공단역지하차도 초지역 1차로 주의운전 도로공사 -,126.8134522,37.3199594
2021-08-25 06:49:41,,2021-08-25 06:49:00,2021-08-25 18:00:00,0,공사 ,중부내륙고속도로 충주TG 충주IC 1차로 0km(방향) 주의운전 도로공사 -,127.8406289,36.9727839
2021-08-25 06:57:23,,2021-08-25 06:57:00,2021-08-25 18:00:00,0,공사 ,중부내륙고속도로 충주휴게소 노은JC 2차로 230 하행km(북충주IC방향) 주의운전 도로공사 -,127.828855,37.0282729722222
2021-08-25 07:05:54,,2021-08-25 11:00:00,2021-08-25 11:30:00,2,행사 ,국회대로 국회의사당앞교차로 정일빌딩 4차로 장소:국회 앞 집회 서울청,126.916801703435,37.5290089380697
2021-08-25 07:06:33,,2021-08-25 07:06:00,2021-08-25 18:00:00,0,공사 ,화신로 별빛키즈어린이집 토당육교 1차로 주의운전 도로공사 -,126.8248363,37.6287823
2021-08-25 07:07:02,,2021-08-25 17:30:00,2021-08-25 18:30:00,2,행사 ,서초대로 대법원 서울대법원 3차로 장소:대법원 정문 앞 집회 서울청,127.005642516804,37.4912905220078
2021-08-25 07:07:32,,2021-08-25 07:07:00,2021-08-25 18:00:00,0,공사 ,능곡로 대장동입구 능곡삼거리 1차로 주의운전 도로공사 -,126.818563,37.6275021
